Cmdline: /data/local/tmp/simpleperf record -o /data/local/tmp/perf.data -e instructions -f 1000 --duration 100 --call-graph fp --app com.zamface
Arch: arm64
Event: instructions (type 0, config 1)
Samples: 13492
Event count: 22790289830

Overhead  Symbol
0.18%     bool art::gc::collector::ConcurrentCopying::TestAndSetMarkBitForRef<true>(art::mirror::Object*)
0.18%     art::JNI<false>::GetObjectArrayElement(_JNIEnv*, _jobjectArray*, int)
0.18%     art::mirror::Object* art::gc::Heap::AllocObject<true, art::mirror::CopyObjectVisitor>(art::Thread*, art::ObjPtr<art::mirror::Class>, unsigned long, art::mirror::CopyObjectVisitor const&)
0.18%     void art::gc::accounting::SpaceBitmap<8ul>::VisitMarkedRange<art::gc::collector::ConcurrentCopying::ImmuneSpaceScanObjVisitor const&>(unsigned long, unsigned long, art::gc::collector::ConcurrentCopying::ImmuneSpaceScanObjVisitor const&&&) const
0.18%     void art::gc::accounting::CardTable::ModifyCardsAtomic<art::gc::AgeCardVisitor, art::VoidFunctor>(unsigned char*, unsigned char*, art::gc::AgeCardVisitor const&, art::VoidFunctor const&)
0.17%     void art::ClassTable::VisitRoots<art::gc::collector::ConcurrentCopying::ComputeLiveBytesAndMarkRefFieldsVisitor<false> >(art::gc::collector::ConcurrentCopying::ComputeLiveBytesAndMarkRefFieldsVisitor<false> const&)
0.17%     art::JNI<false>::GetIntField(_JNIEnv*, _jobject*, _jfieldID*)
0.16%     art::ClassTable::Lookup(char const*, unsigned long)
0.16%     art::ArtMethod::Invoke(art::Thread*, unsigned int*, unsigned int, art::JValue*, char const*)
0.16%     art::JNI<false>::GetBooleanField(_JNIEnv*, _jobject*, _jfieldID*)
0.16%     art::mirror::Class::GetDescriptor(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >*)
0.16%     art::JNI<false>::GetStringCritical(_JNIEnv*, _jstring*, unsigned char*)
0.15%     art::ThreadList::RunCheckpoint(art::Closure*, art::Closure*)
0.15%     art::gc::collector::ConcurrentCopying::IsNullOrMarkedHeapReference(art::mirror::HeapReference<art::mirror::Object>*, bool)
0.14%     art::gc::collector::ConcurrentCopying::ImmuneSpaceScanObjVisitor::Callback(art::mirror::Object*, void*)
0.14%     art::mirror::Class::FindInstanceField(std::__1::basic_string_view<char, std::__1::char_traits<char> >, std::__1::basic_string_view<char, std::__1::char_traits<char> >)
0.13%     art::Runtime::IsActiveTransaction() const
0.13%     art::ClassLinker::FindPrimitiveClass(char)
0.13%     art::gc::accounting::ModUnionTableCardCache::VisitObjects(void (*)(art::mirror::Object*, void*), void*)
0.13%     art::JNI<false>::SetIntField(_JNIEnv*, _jobject*, _jfieldID*, int)
0.12%     art::JniMethodEndWithReferenceHandleResult(_jobject*, unsigned int, art::Thread*)
0.12%     art::mirror::Class::FindVirtualMethodForVirtualOrInterface(art::ArtMethod*, art::PointerSize)
0.12%     art::JNI<false>::SetFloatArrayRegion(_JNIEnv*, _jfloatArray*, int, int, float const*)
0.12%     art::JNI<false>::CallNonvirtualVoidMethodV(_JNIEnv*, _jobject*, _jclass*, _jmethodID*, std::__va_list)
0.12%     art::ResetQuickAllocEntryPoints(art::QuickEntryPoints*, bool)
0.12%     art::JniMethodEnd(unsigned int, art::Thread*)
0.12%     art::gc::Heap::IsMovableObject(art::ObjPtr<art::mirror::Object>) const
0.12%     art::JNI<false>::SetObjectArrayElement(_JNIEnv*, _jobjectArray*, int, _jobject*)
0.12%     art::JNI<false>::CallBooleanMethodV(_JNIEnv*, _jobject*, _jmethodID*, std::__va_list)
0.12%     art::UpdateReadBarrierEntrypoints(art::QuickEntryPoints*, bool)
0.11%     art::IndirectReferenceTable::VisitRoots(art::RootVisitor*, art::RootInfo const&)
0.11%     bool art::hiddenapi::ShouldDenyAccessToMember<art::ArtField>(art::ArtField*, std::__1::function<art::hiddenapi::AccessContext ()> const&, art::hiddenapi::AccessMethod)
0.11%     void art::gc::accounting::SpaceBitmap<8ul>::VisitMarkedRange<art::gc::collector::ConcurrentCopying::CopyingPhase()::$_8 const&>(unsigned long, unsigned long, art::gc::collector::ConcurrentCopying::CopyingPhase()::$_8 const&&&) const
0.10%     art::Mutex::ExclusiveTryLockWithSpinning(art::Thread*)
0.10%     void art::gc::accounting::SpaceBitmap<8ul>::VisitMarkedRange<art::gc::collector::ConcurrentCopying::GrayImmuneObjectVisitor<true> const&>(unsigned long, unsigned long, art::gc::collector::ConcurrentCopying::GrayImmuneObjectVisitor<true> const&&&) const
0.10%     art::ClassLinker::FindArrayClass(art::Thread*, art::ObjPtr<art::mirror::Class>)
0.10%     art::JNI<false>::CallStaticObjectMethodV(_JNIEnv*, _jclass*, _jmethodID*, std::__va_list)
0.10%     art::(anonymous namespace)::ArgArray::BuildArgArrayFromObjectArray(art::ObjPtr<art::mirror::Object>, art::ObjPtr<art::mirror::ObjectArray<art::mirror::Object> >, art::ArtMethod*, art::Thread*)
0.10%     art::OatQuickMethodHeader::GetCodeSize() const
0.10%     void art::gc::accounting::SpaceBitmap<8ul>::VisitMarkedRange<art::gc::collector::ConcurrentCopying::ImmuneSpaceCaptureRefsVisitor const&>(unsigned long, unsigned long, art::gc::collector::ConcurrentCopying::ImmuneSpaceCaptureRefsVisitor const&&&) const
0.09%     art::JniMethodStart(art::Thread*)
0.09%     art::CodeInfo::GetRegisterMaskOf(art::StackMap const&) const
0.09%     void art::mirror::DexCache::VisitReferences<true, (art::VerifyObjectFlags)0, (art::ReadBarrierOption)1, art::gc::collector::ConcurrentCopying::ComputeLiveBytesAndMarkRefFieldsVisitor<false> >(art::ObjPtr<art::mirror::Class>, art::gc::collector::ConcurrentCopying::ComputeLiveBytesAndMarkRefFieldsVisitor<false> const&)
0.09%     art::JValue art::InvokeWithVarArgs<_jmethodID*>(art::ScopedObjectAccessAlreadyRunnable const&, _jobject*, _jmethodID*, std::__va_list)
0.09%     art::JniMethodFastStart(art::Thread*)
0.08%     art::JNI<false>::NewStringUTF(_JNIEnv*, char const*)
0.08%     art::mirror::Class::FindClassMethod(std::__1::basic_string_view<char, std::__1::char_traits<char> >, std::__1::basic_string_view<char, std::__1::char_traits<char> >, art::PointerSize)
0.08%     art::Object_internalClone(_JNIEnv*, _jobject*)
0.08%     art::ClassLinker::FindClass(art::Thread*, char const*, art::Handle<art::mirror::ClassLoader>)
0.08%     art::ClassLinker::LookupClass(art::Thread*, char const*, unsigned long, art::ObjPtr<art::mirror::ClassLoader>)
0.08%     art::ArtMethod::GetOatQuickMethodHeader(unsigned long)
0.07%     art_quick_alloc_object_initialized_region_tlab
0.07%     art::gc::space::RegionSpace::Contains(art::mirror::Object const*) const
0.07%     art_quick_read_barrier_mark_introspection
0.07%     art::ClassLinker::EnsureResolved(art::Thread*, char const*, art::ObjPtr<art::mirror::Class>)
0.07%     art::gc::collector::ConcurrentCopying::MarkNonMoving(art::Thread*, art::mirror::Object*, art::mirror::Object*, art::MemberOffset)
0.06%     art::JValue art::InvokeVirtualOrInterfaceWithVarArgs<_jmethodID*>(art::ScopedObjectAccessAlreadyRunnable const&, _jobject*, _jmethodID*, std::__va_list)
0.06%     artAllocStringFromCharsFromCodeRegionTLAB
0.06%     art::StackVisitor::GetCurrentQuickFrameInfo() const
0.06%     void art::StackVisitor::WalkStack<(art::StackVisitor::CountTransitions)1>(bool)
0.06%     art::InvokeMethod(art::ScopedObjectAccessAlreadyRunnable const&, _jobject*, _jobject*, _jobject*, unsigned long)
0.06%     art_quick_unlock_object
0.06%     art::JNI<false>::SetByteArrayRegion(_JNIEnv*, _jbyteArray*, int, int, signed char const*)
0.06%     art::Thread::RequestCheckpoint(art::Closure*)
0.06%     art::gc::collector::ConcurrentCopying::ImmuneSpaceCaptureRefsVisitor::Callback(art::mirror::Object*, void*)
0.06%     void art::ArtMethod::VisitRoots<(art::ReadBarrierOption)1, art::gc::collector::ConcurrentCopying::ComputeLiveBytesAndMarkRefFieldsVisitor<true> const>(art::gc::collector::ConcurrentCopying::ComputeLiveBytesAndMarkRefFieldsVisitor<true> const&, art::PointerSize)
0.06%     art::CodeInfo::DecodeInlineInfoOnly(art::OatQuickMethodHeader const*)
0.06%     art::Thread::ModifySuspendCountInternal(art::Thread*, int, art::Atomic<int>*, art::SuspendReason)
0.06%     art::JNI<false>::SetLongField(_JNIEnv*, _jobject*, _jfieldID*, long)
0.05%     art::JNI<false>::ReleaseStringCritical(_JNIEnv*, _jstring*, unsigned short const*)
0.05%     art_quick_lock_object
0.05%     art::Reference_getReferent(_JNIEnv*, _jobject*)
0.05%     art::gc::accounting::ModUnionTableReferenceCache::VisitObjects(void (*)(art::mirror::Object*, void*), void*)
0.05%     art::JniMethodFastEnd(unsigned int, art::Thread*)
0.05%     art::arm64::Arm64Context::FillCalleeSaves(unsigned char*, art::QuickMethodFrameInfo const&)
0.05%     art::mirror::RecursiveCreateMultiArray(art::Thread*, art::Handle<art::mirror::Class>, int, art::Handle<art::mirror::PrimitiveArray<int> >)
0.05%     art::JavaVMExt::DecodeGlobal(void*)
0.05%     art::JNI<false>::GetMethodID(_JNIEnv*, _jclass*, char const*, char const*)
0.05%     bool art::mirror::ObjectArray<art::mirror::Class>::CheckAssignable<(art::VerifyObjectFlags)0>(art::ObjPtr<art::mirror::Class>)
0.05%     art::JNI<false>::CallVoidMethodV(_JNIEnv*, _jobject*, _jmethodID*, std::__va_list)
0.05%     art::gc::ReferenceProcessor::GetReferent(art::Thread*, art::ObjPtr<art::mirror::Reference>)
0.05%     art_quick_indexof
0.05%     art::JNI<false>::GetStringLength(_JNIEnv*, _jstring*)
0.05%     art::gc::ReferenceQueue::AtomicEnqueueIfNotEnqueued(art::Thread*, art::ObjPtr<art::mirror::Reference>)
0.05%     art::JNI<false>::NewObjectArray(_JNIEnv*, int, _jclass*, _jobject*)
0.05%     art::gc::space::ContinuousSpace::Contains(art::mirror::Object const*) const
0.04%     art::gc::collector::ConcurrentCopying::ReclaimPhase()
0.04%     art::mirror::String::AllocFromModifiedUtf8(art::Thread*, int, char const*, int)
0.04%     art::gc::collector::ConcurrentCopying::GrayAllNewlyDirtyImmuneObjects()
0.04%     art::Monitor::MonitorEnter(art::Thread*, art::ObjPtr<art::mirror::Object>, bool)
0.04%     art::ClassLinker::ResolveString(art::dex::StringIndex, art::ArtMethod*)
0.04%     art::Monitor::TryLock(art::Thread*, bool)
0.04%     art_quick_invoke_static_stub
0.04%     art::JNI<false>::SetIntArrayRegion(_JNIEnv*, _jintArray*, int, int, int const*)
0.04%     art::Monitor::CheckLockOwnerRequest(art::Thread*)
0.04%     art::Thread::AssertNoPendingException() const
0.04%     art::gc::ReferenceQueue::DequeuePendingReference()
0.04%     art::JniMethodFastEndWithReference(_jobject*, unsigned int, art::Thread*)
0.04%     art::gc::Heap::AllocWithNewTLAB(art::Thread*, unsigned long, bool, unsigned long*, unsigned long*, unsigned long*)
0.04%     art::gc::Heap::IsNonDiscontinuousSpaceHeapAddress(void const*) const
0.04%     art::gc::collector::ImmuneSpaces::CreateLargestImmuneRegion()
0.04%     art::JNI<false>::FindClass(_JNIEnv*, char const*)
0.04%     art::JniMethodEndWithReference(_jobject*, unsigned int, art::Thread*)
0.03%     art_quick_read_barrier_mark_introspection_arrays
0.03%     art::mirror::String::AllocFromUtf16(art::Thread*, int, unsigned short const*)
0.03%     art::ObjPtr<art::mirror::PrimitiveArray<float> > art::JNI<false>::DecodeAndCheckArrayType<_jfloatArray*, float, art::mirror::PrimitiveArray<float> >(art::ScopedObjectAccess&, _jfloatArray*, char const*, char const*)
0.03%     art::JNI<false>::SetBooleanField(_JNIEnv*, _jobject*, _jfieldID*, unsigned char)
0.03%     std::__1::pair<std::__1::__tree_iterator<art::gc::space::AllocationInfo*, std::__1::__tree_node<art::gc::space::AllocationInfo*, void*>*, long>, bool> std::__1::__tree<art::gc::space::AllocationInfo*, art::gc::space::FreeListSpace::SortByPrevFree, std::__1::allocator<art::gc::space::AllocationInfo*> >::__emplace_unique_key_args<art::gc::space::AllocationInfo*, art::gc::space::AllocationInfo* const&>(art::gc::space::AllocationInfo* const&, art::gc::space::AllocationInfo* const&&&)
0.03%     art::JNI<false>::ReleasePrimitiveArrayCritical(_JNIEnv*, _jarray*, void*, int)
0.03%     non-virtual thunk to art::gc::collector::ConcurrentCopying::ThreadFlipVisitor::VisitRoots(art::mirror::Object***, unsigned long, art::RootInfo const&)
0.03%     art::gc::collector::ConcurrentCopying::CaptureRootsForMarkingVisitor<true>::VisitRoots(art::mirror::Object***, unsigned long, art::RootInfo const&)
0.03%     art::ThreadList::RunEmptyCheckpoint()
0.03%     void art::Thread::VisitRoots<false>(art::RootVisitor*)
0.03%     art::gc::Heap::IncrementDisableThreadFlip(art::Thread*)
0.03%     artQuickToInterpreterBridge
0.03%     art::gc::space::FreeListSpace::RemoveFreePrev(art::gc::space::AllocationInfo*)
0.03%     art::ObjPtr<art::mirror::PrimitiveArray<int> > art::JNI<false>::DecodeAndCheckArrayType<_jintArray*, int, art::mirror::PrimitiveArray<int> >(art::ScopedObjectAccess&, _jintArray*, char const*, char const*)
0.03%     art::ProfileSaver::FetchAndCacheResolvedClassesAndMethods(bool)
0.03%     art::gc::collector::ConcurrentCopying::GrayImmuneObjectVisitor<true>::Callback(art::mirror::Object*, void*)
0.03%     art::gc::space::BumpPointerSpace::CanMoveObjects() const
0.03%     art::Monitor::MonitorExit(art::Thread*, art::ObjPtr<art::mirror::Object>)
0.03%     art::jit::JitCodeCache::SweepRootTables(art::IsMarkedVisitor*)
0.03%     art::gc::collector::ConcurrentCopying::ProcessMarkStackOnce()
0.03%     art_quick_alloc_object_resolved_region_tlab
0.02%     art::Monitor::Unlock(art::Thread*)
0.02%     bool art::interpreter::DoCall<false, false>(art::ArtMethod*, art::Thread*, art::ShadowFrame&, art::Instruction const*, unsigned short, art::JValue*)
0.02%     art::JNI<false>::CallObjectMethodV(_JNIEnv*, _jobject*, _jmethodID*, std::__va_list)
0.02%     art::gc::Heap::DecrementDisableThreadFlip(art::Thread*)
0.02%     art::gc::collector::ConcurrentCopying::GrayAllDirtyImmuneObjects()
0.02%     void art::StackVisitor::WalkStack<(art::StackVisitor::CountTransitions)0>(bool)
0.02%     art::arm64::Arm64Context::GetGPRAddress(unsigned int)
0.02%     art::JNI<false>::GetPrimitiveArrayCritical(_JNIEnv*, _jarray*, unsigned char*)
0.02%     art::ThreadList::FlipThreadRoots(art::Closure*, art::Closure*, art::gc::collector::GarbageCollector*, art::gc::GcPauseListener*)
0.02%     art::JNI<false>::ReleaseBooleanArrayElements(_JNIEnv*, _jbooleanArray*, unsigned char*, int)
0.02%     art::gc::collector::ConcurrentCopying::MarkingPhase()
0.02%     art::mirror::Object* art::gc::Heap::AllocObjectWithAllocator<true, true, art::mirror::SetLengthVisitor>(art::Thread*, art::ObjPtr<art::mirror::Class>, unsigned long, art::gc::AllocatorType, art::mirror::SetLengthVisitor const&)
0.02%     void art::Monitor::Lock<(art::LockReason)1>(art::Thread*)
0.02%     art::JNI<false>::GetIntArrayElements(_JNIEnv*, _jintArray*, unsigned char*)
0.02%     art::interpreter::ArtInterpreterToCompiledCodeBridge(art::Thread*, art::ArtMethod*, art::ShadowFrame*, unsigned short, art::JValue*)
0.02%     artAllocArrayFromCodeResolvedRegionTLAB
0.02%     art_quick_alloc_array_resolved64_region_tlab
0.02%     art::ArtMethod::EqualParameters(art::Handle<art::mirror::ObjectArray<art::mirror::Class> >)
0.02%     art::Runtime::ProcessWeakClass(art::GcRoot<art::mirror::Class>*, art::IsMarkedVisitor*, art::mirror::Class*)
0.02%     art::gc::collector::ConcurrentCopying::CheckEmptyMarkStack()
0.01%     art::Thread::RequestEmptyCheckpoint()
0.01%     art::Runtime::VisitConstantRoots(art::RootVisitor*)
0.01%     art::Thread::HandleScopeVisitRoots(art::RootVisitor*, int)
0.01%     art::gc::collector::ConcurrentCopying::CaptureRootsForMarkingVisitor<true>::VisitRoots(art::mirror::CompressedReference<art::mirror::Object>**, unsigned long, art::RootInfo const&)
0.01%     art::ClassLinker::VisitRoots(art::RootVisitor*, art::VisitRootFlags)
0.01%     art::ArtMethod::FindOverriddenMethod(art::PointerSize)
0.01%     art::JNI<false>::GetStringUTFChars(_JNIEnv*, _jstring*, unsigned char*)
0.01%     art::ConditionVariable::RequeueWaiters(int)
0.01%     art::JNI<false>::NewByteArray(_JNIEnv*, int)
0.01%     art::gc::collector::ConcurrentCopying::CaptureThreadRootsForMarkingAndCheckpoint::Run(art::Thread*)
0.01%     art::System_arraycopyFloatUnchecked(_JNIEnv*, _jclass*, _jfloatArray*, int, _jfloatArray*, int, int)
0.01%     art_quick_alloc_array_resolved32_region_tlab
0.01%     MterpInvokeInterface
0.01%     art::gc::space::RegionSpace::ClearFromSpace(unsigned long*, unsigned long*, bool)
0.01%     art::gc::collector::ConcurrentCopying::DelayReferenceReferent(art::ObjPtr<art::mirror::Class>, art::ObjPtr<art::mirror::Reference>)
0.01%     artQuickProxyInvokeHandler
0.01%     art::ReaderWriterMutex::ExclusiveUnlock(art::Thread*)
0.01%     art::InternTable::Table::SweepWeaks(art::IsMarkedVisitor*)
0.01%     art::gc::collector::ConcurrentCopying::RevokeThreadLocalMarkStackCheckpoint::Run(art::Thread*)
0.01%     art::gc::collector::ConcurrentCopying::ReenableWeakRefAccess(art::Thread*)
0.01%     art::JNI<false>::ReleasePrimitiveArray(art::ScopedObjectAccess&, art::ObjPtr<art::mirror::Array>, unsigned long, void*, int)
0.01%     art::Thread::ClearSuspendBarrier(art::Atomic<int>*)
0.01%     art::gc::collector::ConcurrentCopying::ThreadFlipVisitor::Run(art::Thread*)
0.01%     art::JNI<false>::GetStaticFieldID(_JNIEnv*, _jclass*, char const*, char const*)
0.01%     art::BuildInternalStackTraceVisitor<false>::AddFrame(art::ArtMethod*, unsigned int)
0.01%     art::gc::accounting::SpaceBitmap<4096ul>::CopyFrom(art::gc::accounting::SpaceBitmap<4096ul>*)
0.01%     art::JNI<false>::GetArrayLength(_JNIEnv*, _jarray*)
0.01%     art::JValue art::InvokeWithJValues<art::ArtMethod*>(art::ScopedObjectAccessAlreadyRunnable const&, _jobject*, art::ArtMethod*, jvalue const*)
0.01%     art::JNI<false>::ReleaseFloatArrayElements(_JNIEnv*, _jfloatArray*, float*, int)
0.01%     art::gc::accounting::SpaceBitmap<4096ul>::SweepWalk(art::gc::accounting::SpaceBitmap<4096ul> const&, art::gc::accounting::SpaceBitmap<4096ul> const&, unsigned long, unsigned long, void (*)(unsigned long, art::mirror::Object**, void*), void*)
